MachineCode; ColorMixingTime    ; BatchNumber      ; BucketQuantity; BucketNo; BasePaintCode; BasePaintName; ProductCode                    ; ProductName                    ; ColorCardCode                   ; ColorCardName; SeriesCode             ; SeriesName             ; CustomerName; Address; City    ; PhoneNo; Email; Zipcode; RGB     ; BasePaintUsedAmount; FillingVolume; UnitName; OriginalType; PaintType       ; FormulaDiscount; FormulaCreateDate  ; Remark                                               ; Barcode; Result; ResultMessage                                                                                                     ; Band; ColorantsCode1; ColorantsName1; RGB1    ; UsedAmount1; FinalUsedAmount1; ColorantsCode2; ColorantsName2; RGB2    ; UsedAmount2; FinalUsedAmount2; ColorantsCode3; ColorantsName3; RGB3    ; UsedAmount3; FinalUsedAmount3; ColorantsCode4; ColorantsName4; RGB4    ; UsedAmount4; FinalUsedAmount4; ColorantsCode5; ColorantsName5; RGB5; UsedAmount5; FinalUsedAmount5; ColorantsCode6; ColorantsName6; RGB6; UsedAmount6; FinalUsedAmount6; ColorantsCode7; ColorantsName7; RGB7; UsedAmount7; FinalUsedAmount7; ShopNumber; ShopName; ShopPhone; ShopContact; ShopPerson; ShopPersonMobile; ShopMachine
A3-HS      ; 04/09/2026 15:06:04; 20260409150604725;              1;        1; A            ; A            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; CROMIO-SUV                      ; B161         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ; 13226194;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       1.493;            1.493; RH            ; RH            ;     9366;       0.104;            0.104; NO            ; NO            ;        0;       2.482;            2.482;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/09/2026 11:54:19; 20260409115419351;              1;        1;              ;              ;                                ;                                ;                                 ;              ;                        ;                        ;             ;        ;         ;        ;      ;        ; 16711680;                0   ;        1     ; L       ;            3; DefaultPaintType;               0; 04/09/2026 11:54:19;                                                      ;        ; 0     ;                                                                                                                   ;     ; JP            ; JP            ;    56575;     100    ;          100    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/02/2026 14:17:30; 20260402141730900;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; LAPIS DE COR-SUV                ; D379         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  8230051;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      14.858;           14.858; JO            ; JO            ;    39372;      16.304;           16.304; RH            ; RH            ;     9366;       1.371;            1.371; NO            ; NO            ;        0;       9.888;            9.888;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/02/2026 13:34:32; 20260402133432508;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; PO DE GRAFITE-SUV               ; E756         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  8288112;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       0.533;            0.533; BA            ; BA            ; 16777215;       5.95 ;            5.95 ; NO            ; NO            ;        0;      34.298;           34.298; VI            ; VI            ;  5189455;       1.254;            1.254;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/02/2026 13:32:43; 20260402133243340;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; CORTINA DE TEATRO-SUV           ; P237         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  7564184;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      11.032;           11.032; RH            ; RH            ;     9366;       9.697;            9.697; NO            ; NO            ;        0;       9.655;            9.655; MA            ; MA            ;  1513356;      11.839;           11.839;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/02/2026 13:29:34; 20260402132934348;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; LAPIS DE COR-SUV                ; D379         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  8230051;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      14.858;           14.858; JO            ; JO            ;    39372;      16.304;           16.304; RH            ; RH            ;     9366;       1.371;            1.371; NO            ; NO            ;        0;       9.888;            9.888;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/02/2026 11:34:20; 20260402113420476;              1;        1; IM           ; IM           ; LATEXOR Fosco                  ; LATEXOR Fosco                  ; TINTA BASE BM                   ; TINTA BASE BM;                        ;                        ; VERGINIA    ;        ; CURITIBA;        ;      ;        ;        0;              150   ;        0.15  ; L       ;            2; DefaultPaintType;               0; 05/08/2025 08:52:23; FORMULA PARA CONTROLE DE BASES BM TINTAS             ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       6    ;            6    ; BA            ; BA            ; 16777215;       3    ;            3    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/01/2026 15:26:03; 20260401152603583;              1;        1; C            ; C            ; Verginia TEXTURA               ; Verginia TEXTURA               ; CINZA FECHADO-SUV               ; P750         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  5659486;              726.3 ;        0.7263; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      10.536;           10.536; JO            ; JO            ;    39372;       7.293;            7.293; RH            ; RH            ;     9366;       1.435;            1.435; NO            ; NO            ;        0;      23.398;           23.398;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/01/2026 08:16:12; 20260401081612167;              1;        1; C            ; C            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; BLUE JEANS BV 34-0416           ; BV 34-0416   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  6771254;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      41.336;           41.336; BA            ; BA            ; 16777215;      22.621;           22.621; NO            ; NO            ;        0;      31.797;           31.797; VI            ; VI            ;  5189455;      10.913;           10.913;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/01/2026 08:14:17; 20260401081417678;              1;        1; C            ; C            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; AMARELO OURO-RM053-SUV          ; RM053        ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  3580405;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      14.997;           14.997; JO            ; JO            ;    39372;       2.563;            2.563; JV            ; JV            ;    59135;      83.38 ;           83.38 ; OV            ; OV            ;    42495;       5.727;            5.727;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 04/01/2026 08:12:01; 20260401081201130;              1;        1; C            ; C            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; CAFE COM NATA-SUV               ; Y037         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  5200234;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      21.29 ;           21.29 ; JO            ; JO            ;    39372;      28.306;           28.306; RH            ; RH            ;     9366;      11.724;           11.724; NO            ; NO            ;        0;      41.912;           41.912;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 17:34:22; 20260331173422214;              1;        1; IM           ; IM           ; LATEXOR Fosco                  ; LATEXOR Fosco                  ; TINTA BASE BM                   ; TINTA BASE BM;                        ;                        ; VERGINIA    ;        ; CURITIBA;        ;      ;        ;        0;              150   ;        0.15  ; L       ;            2; DefaultPaintType;               0; 05/08/2025 08:52:23; FORMULA PARA CONTROLE DE BASES BM TINTAS             ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       6    ;            6    ; BA            ; BA            ; 16777215;       3    ;            3    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 12:13:59; 20260331121359982;              1;        1;              ;              ;                                ;                                ;                                 ;              ;                        ;                        ;             ;        ;         ;        ;      ;        ; 16711680;                0   ;        1     ; L       ;            3; DefaultPaintType;               0; 03/31/2026 12:13:59;                                                      ;        ; 0     ;                                                                                                                   ;     ; NO            ; NO            ;        0;       3.5  ;            3.5  ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 11:45:23; 20260331114523285;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BROTO DE FEIJAO-SUV             ; B165         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ; 12568785;            13000   ;       13     ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      29.167;           29.167; RH            ; RH            ;     9366;       5.208;            5.208; NO            ; NO            ;        0;      32.813;           32.813;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 11:43:05; 20260331114305314;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BROTO DE FEIJAO-SUV             ; B165         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ; 12568785;            16000   ;       16     ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      35.897;           35.897; RH            ; RH            ;     9366;       6.41 ;            6.41 ; NO            ; NO            ;        0;      40.385;           40.385;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 08:19:30; 20260331081930211;              1;        1; B            ; B            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; RUA DAS PEDRAS-SUV              ; Y090         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  7502463;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       3.593;            3.593; JO            ; JO            ;    39372;      11.167;           11.167; RH            ; RH            ;     9366;       2.016;            2.016; NO            ; NO            ;        0;      26.232;           26.232;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 08:16:22; 20260331081622883;              1;        1; B            ; B            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; RIO NILO-SUV                    ; D142         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  8034473;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      13.839;           13.839; JO            ; JO            ;    39372;      19.984;           19.984; RH            ; RH            ;     9366;       0.559;            0.559; NO            ; NO            ;        0;       6.876;            6.876;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/31/2026 08:14:52; 20260331081452562;              1;        1; B            ; B            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; GOIABA-SUV                      ; D111         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  8025816;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      11.948;           11.948; NO            ; NO            ;        0;       0.645;            0.645; RP            ; RP            ;      255;      27.978;           27.978; BP            ; BP            ; 16711807;       0.645;            0.645;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 17:46:12; 20260330174612275;              1;        1; IM           ; IM           ; LATEXOR Fosco                  ; LATEXOR Fosco                  ; TINTA BASE BM                   ; TINTA BASE BM;                        ;                        ; VERGINIA    ;        ; CURITIBA;        ;      ;        ;        0;              150   ;        0.15  ; L       ;            2; DefaultPaintType;               0; 05/08/2025 08:52:23; FORMULA PARA CONTROLE DE BASES BM TINTAS             ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       6    ;            6    ; BA            ; BA            ; 16777215;       3    ;            3    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 11:26:00; 20260330112600455;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BROTO DE FEIJAO-SUV             ; B165         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ; 12568785;              210   ;        0.21  ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       0.471;            0.471; RH            ; RH            ;     9366;       0.084;            0.084; NO            ; NO            ;        0;       0.53 ;            0.53 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 11:18:33; 20260330111833220;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BROTO DE FEIJAO-SUV             ; B165         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ; 12568785;              210   ;        0.21  ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       0.471;            0.471; RH            ; RH            ;     9366;       0.084;            0.084; NO            ; NO            ;        0;       0.53 ;            0.53 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 10:49:50; 20260330104950528;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BROTO DE FEIJAO-SUV             ; B165         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ; 12568785;              737   ;        0.737 ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       1.654;            1.654; RH            ; RH            ;     9366;       0.295;            0.295; NO            ; NO            ;        0;       1.86 ;            1.86 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 10:07:17; 20260330100717649;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; PINHAO-SUV                      ; P167         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  4476509;              775   ;        0.775 ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       4.036;            4.036; JO            ; JO            ;    39372;      34.097;           34.097; RH            ; RH            ;     9366;      10.25 ;           10.25 ; NO            ; NO            ;        0;      38.24 ;           38.24 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 09:22:52; 20260330092252426;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; PATATIVA-SUV                    ; R385         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  5000782;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      11.697;           11.697; JO            ; JO            ;    39372;      15.069;           15.069; RH            ; RH            ;     9366;       1.732;            1.732; NO            ; NO            ;        0;      60.391;           60.391;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 08:54:49; 20260330085449145;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; PATATIVA-SUV                    ; R385         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  5000782;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      11.697;           11.697; JO            ; JO            ;    39372;      15.069;           15.069; RH            ; RH            ;     9366;       1.732;            1.732; NO            ; NO            ;        0;      60.391;           60.391;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 08:52:42; 20260330085242394;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; CALCA JEANS-SUV                 ; R079         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  7229727;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      72.588;           72.588; BA            ; BA            ; 16777215;       6.524;            6.524; NO            ; NO            ;        0;       2.357;            2.357; VR            ; VR            ;    26112;       8.114;            8.114;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/30/2026 08:47:22; 20260330084722427;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; PINHAO-SUV                      ; P167         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  4476509;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       4.167;            4.167; JO            ; JO            ;    39372;      35.197;           35.197; RH            ; RH            ;     9366;      10.581;           10.581; NO            ; NO            ;        0;      39.474;           39.474;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 15:52:57; 20260327155257187;              1;        1; A            ; A            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; ELEFANTE-SUV                    ; D161 N1066   ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  9542047;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       6.462;            6.462; RH            ; RH            ;     9366;       0.186;            0.186; NO            ; NO            ;        0;      14.787;           14.787;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 15:51:25; 20260327155125523;              1;        1; A            ; A            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; CAMURCA-RM005-SUV               ; RM005        ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  9546435;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      14.619;           14.619; RH            ; RH            ;     9366;       1.73 ;            1.73 ; NO            ; NO            ;        0;       4.085;            4.085;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 15:49:44; 20260327154944868;              1;        1; A            ; A            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; BOMBOM DE LICOR-SUV             ; D369         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  9936564;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       3.774;            3.774; RH            ; RH            ;     9366;       3.805;            3.805; NO            ; NO            ;        0;       6.864;            6.864;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 15:13:20; 20260327151320652;              1;        1; AP           ; AP           ; LATEXOR Fosco                  ; LATEXOR Fosco                  ; TINTA BASE AP                   ; TINTA BASE AP;                        ;                        ; VERGINIA    ;        ; CURITIBA;        ;      ;        ;        0;              150   ;        0.15  ; L       ;            2; DefaultPaintType;               0; 05/08/2025 08:48:47; FORMULA PARA CONTROLE DE QUALIDADE DE BASES AP TINTAS;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       5    ;            5    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 10:56:54; 20260327105654101;              1;        1; B            ; B            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; HEMATITA-SUV                    ; D750         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  7896704;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      11.34 ;           11.34 ; JO            ; JO            ;    39372;      11.661;           11.661; RH            ; RH            ;     9366;       1.801;            1.801; NO            ; NO            ;        0;      34.658;           34.658;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 10:55:16; 20260327105516288;              1;        1; B            ; B            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; LAPIS DE COR-SUV                ; D379         ; SUVINIL                ; SUVINIL                ;             ;        ;         ;        ;      ;        ;  8230051;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      21.094;           21.094; JO            ; JO            ;    39372;      23.147;           23.147; RH            ; RH            ;     9366;       1.947;            1.947; NO            ; NO            ;        0;      14.038;           14.038;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 03/27/2026 10:23:18; 20260327102318687;              1;        1; IM           ; IM           ; LATEXOR Fosco                  ; LATEXOR Fosco                  ; TINTA BASE BM                   ; TINTA BASE BM;                        ;                        ; VERGINIA    ;        ; CURITIBA;        ;      ;        ;        0;              150   ;        0.15  ; L       ;            2; DefaultPaintType;               0; 05/08/2025 08:52:23; FORMULA PARA CONTROLE DE BASES BM TINTAS             ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       6    ;            6    ; BA            ; BA            ; 16777215;       3    ;            3    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
